CIF,COD_ENTE1,COD_ENTE2,COD_ENTE3,COD_ENTE4,COD_ENTE5,COD_ENTE6,Entidad Local,Cif dependiente,COD_ENTE1_DEP,COD_ENTE2_DEP,COD_ENTE3_DEP,COD_ENTE4_DEP,COD_ENTE5_DEP,COD_ENTE6_DEP,DEPENDIENTE,SECTORIZACION,     Fecha sectorización,Participación mayoritaria
G10141083,10,10,013,M,M,000,Mc. Tajo-Salor                                                        ,P1000017B,10,10,013,M,V,001,P. Ciconia                                                            ,AAPP,30/11/2007,
G10141083,10,10,013,M,M,000,Mc. Tajo-Salor                                                        ,V10241644,10,10,013,M,V,002,Ctro. Especial de Empleo Tajo-Salor                                   ,AAPP,30/11/2007,
G10142438,10,10,011,M,M,000,Mc. Valle del Ambroz                                                  ,G10211878,10,00,012,N,N,000,Asoc. Desarrollo Integral Valle del Ambroz                            , ,,
G20079703,15,20,008,M,M,000,Mc. Cm. Debabarrena                                                   ,A20361630,15,20,008,M,P,001,"Badesa, S.A.                                                          ", ,,S
G20081097,15,20,003,M,M,000,Mc. M. Aguas del Embalse del Río Añarbe                               ,A20538039,15,20,003,M,P,001,"Aguas del Añarbe-Añarbeko Urak, S.A.                                  ",S. no Financieras,01/06/2013,S
G20081097,15,20,003,M,M,000,Mc. M. Aguas del Embalse del Río Añarbe                               ,A20463485,15,20,003,M,P,002,"Gestión de Centrales del Añarbe, S.A.                                 ",S. no Financieras,01/06/2013,S
G20392064,15,20,020,M,M,000,Mc. Urola-kosta-Urola-kostako Udal Elkartea                           ,G20227203,15,00,017,N,N,000,Asoc. Vasca Agencias de Desarrollo - Garapen Agentzien                , ,01/01/2015,
G26253070,16,26,013,M,M,000,Mc. Alhama-Linares                                                    ,G26330076,16,00,001,N,N,000,Asoc. Desarrollo Rural la Rioja Suroriental ADR                       , ,,
G31039670,14,31,001,G,G,000,Comun. Bárdenas Reales de Navarra                                     ,G31513260,14,00,004,C,C,000,C. Estrategias Desar. Ribera de Navarra (EDER)                        , ,,
G31134521,14,31,002,M,M,000,Mc. Montejurra                                                        ,G31590219,14,00,001,N,N,000,Asoc. Tierra Estella Desarrollo Rural TEDER                           , ,,
G31134521,14,31,002,M,M,000,Mc. Montejurra                                                        ,G31535321,14,00,007,C,C,000,C. Turístico de Tierra Estella                                        , ,,
G31148026,14,31,007,M,M,000,Mc. Mairaga                                                           ,S3100017G,14,00,011,C,C,000,C. Tratamiento Residuos Urbanos de Navarra                            , ,,
G31177868,14,31,015,M,M,000,Mc. Cm. Sakana                                                        ,G31372063,14,00,003,N,N,000,Asoc. Cederna-Garalur                                                 , ,,
G31182074,14,31,013,M,M,000,Mc. Valdizarbe                                                        ,S3100017G,14,00,011,C,C,000,C. Tratamiento Residuos Urbanos de Navarra                            , ,,
G31221351,14,31,026,M,M,000,Mc. Serv. Sociales de Base Área de Los Arcos                          ,G31597297,14,31,026,M,V,001,O. Aut. Gest. Res. Ancianos Santa María de Los Arcos                  ,AAPP,30/11/2007,
G31254329,14,31,017,M,M,000,Mc. Gest. Residuos Sólidos Urbanos de la Ribera                       ,S3100017G,14,00,011,C,C,000,C. Tratamiento Residuos Urbanos de Navarra                            , ,,
G31276389,14,31,025,M,M,000,Mc. Gest. Rd. Sólidos Urbanos Ribera Alta de Navarra                  ,S3100017G,14,00,011,C,C,000,C. Tratamiento Residuos Urbanos de Navarra                            , ,,
G31422009,14,31,040,M,M,000,Mc. Residuos Sólidos Esca-Salazar                                     ,S3100017G,14,00,011,C,C,000,C. Tratamiento Residuos Urbanos de Navarra                            , ,,
G31462807,14,31,048,M,M,000,Mc. Serv. Cm. Sangüesa                                                ,S3100017G,14,00,011,C,C,000,C. Tratamiento Residuos Urbanos de Navarra                            , ,,
G31478274,14,31,049,M,M,000,Mc. Malerreka                                                         ,G31589385,14,31,049,M,V,001,P. Pisos Tutelados 3ª Edad                                            ,AAPP,30/11/2007,
G44104115,02,44,006,M,M,000,Mc. Ind. Zona Bajo Martín                                             ,G44151009,02,00,005,N,N,000,Asoc. Desarrollo Integral del Bajo Martín ADIBAMA                     , ,,
P0100000I,15,01,000,D,D,000,Diputación Foral de Araba/Álava                                       ,A01056084,15,00,000,X,P,010,"Centro de Transporte de Vitoria, S.A. (CTV)                           ",S. no Financieras,01/01/2015,N
P0100000I,15,01,000,D,D,000,Diputación Foral de Araba/Álava                                       ,P5100007C,15,00,004,C,C,000,"C. Prev., Extinción y Salvamento de Ayala                             ", ,01/01/2015,
P0100000I,15,01,000,D,D,000,Diputación Foral de Araba/Álava                                       ,G01234699,15,00,005,C,C,000,C. Museo Vasco de Gastronomía                                         , ,01/01/2015,
P0100000I,15,01,000,D,D,000,Diputación Foral de Araba/Álava                                       ,P0100364I,15,00,005,H,H,000,F. Catedral Santa María-Santa María katedrala Fundazioa               ,AAPP,01/01/2015,
P0100000I,15,01,000,D,D,000,Diputación Foral de Araba/Álava                                       ,G01315530,15,00,006,H,H,000,F. Artium de Álava                                                    ,AAPP,01/01/2015,
P0100000I,15,01,000,D,D,000,Diputación Foral de Araba/Álava                                       ,P5100101D,15,00,008,C,C,000,C. Aguas de la Llanada-Sierra de Elguea                               , ,01/01/2015,
P0100000I,15,01,000,D,D,000,Diputación Foral de Araba/Álava                                       ,P0100361E,15,00,009,C,C,000,C. Aguas de la Llanada-Oriental                                       , ,01/01/2015,
P0100000I,15,01,000,D,D,000,Diputación Foral de Araba/Álava                                       ,P0100363A,15,00,010,C,C,000,C. Aguas de Rioja Alavesa                                             , ,01/01/2015,
P0100000I,15,01,000,D,D,000,Diputación Foral de Araba/Álava                                       ,P0100372B,15,00,014,C,C,000,C. Aguas de Iruña de Oca-Iruña Okako Urkidetza                        , ,01/01/2015,
P0100000I,15,01,000,D,D,000,Diputación Foral de Araba/Álava                                       ,P0100377A,15,00,015,C,C,000,C. Aguas Mendi Haran                                                  , ,01/01/2015,
P0100000I,15,01,000,D,D,000,Diputación Foral de Araba/Álava                                       ,A01052539,15,01,000,D,P,001,"Ctro. Cálculo de Álava, S.A.U.                                        ",AAPP,01/01/2015,S
P0100000I,15,01,000,D,D,000,Diputación Foral de Araba/Álava                                       ,A01103118,15,01,000,D,P,004,"Álava Agencia Desarrollo, S.A.                                        ",AAPP,01/01/2015,S
P0100000I,15,01,000,D,D,000,Diputación Foral de Araba/Álava                                       ,A01055433,15,01,000,D,P,005,"Arabarri, S.A.                                                        ",AAPP,01/01/2015,S
P0100000I,15,01,000,D,D,000,Diputación Foral de Araba/Álava                                       ,A01147339,15,01,000,D,P,006,NATURGOLF S.A.                                                        ,S. no Financieras,01/01/2015,S
P0100000I,15,01,000,D,D,000,Diputación Foral de Araba/Álava                                       ,A01277789,15,01,000,D,P,007,"Arabako Lanak, S.A.U.                                                 ",AAPP,01/01/2015,S
P0100000I,15,01,000,D,D,000,Diputación Foral de Araba/Álava                                       ,A01285055,15,01,000,D,P,008,"Fernando Buesa Arena, S.A.                                            ",AAPP,01/01/2015,S
P0100000I,15,01,000,D,D,000,Diputación Foral de Araba/Álava                                       ,A01361237,15,01,000,D,P,010,"Vías de Álava, S.A.U.                                                 ",S. no Financieras,01/01/2015,S
P0100000I,15,01,000,D,D,000,Diputación Foral de Araba/Álava                                       ,G01019124,15,01,000,D,V,001,F. Pca. Inst. Foral de Bienestar Social                               ,AAPP,01/01/2015,
P0100000I,15,01,000,D,D,000,Diputación Foral de Araba/Álava                                       ,P5100001F,15,01,000,D,V,003,Inst. Foral de la Juventud y del Deporte                              ,AAPP,01/01/2015,
P0100000I,15,01,000,D,D,000,Diputación Foral de Araba/Álava                                       ,B01456482,15,01,000,D,P,011,Aldalur Araba S.L.                                                    ,AAPP,01/01/2015,S
P0100000I,15,01,000,D,D,000,Diputación Foral de Araba/Álava                                       ,G01458454,15,00,036,H,H,000,F. Valle Salado de Añana-Añanako Gatz Harana Fundazioa                , ,01/01/2015,
P0100000I,15,01,000,D,D,000,Diputación Foral de Araba/Álava                                       ,B01480334,15,01,000,D,P,012,INDESA 2.010                                                          ,AAPP,01/01/2015,S
P0100022C,15,01,902,A,E,009,Sobrón                                                                ,G01385962,15,00,019,C,C,000,C. Aguas Sobrongo Urbegia                                             , ,,
P0100049F,15,01,902,A,E,007,Puentelarrá/Larrazubi                                                 ,G01385962,15,00,019,C,C,000,C. Aguas Sobrongo Urbegia                                             , ,,
P0100051B,15,01,902,A,E,005,Fontecha                                                              ,G01385962,15,00,019,C,C,000,C. Aguas Sobrongo Urbegia                                             , ,,
P0100054F,15,01,902,A,E,002,Bergonda/Bergüenda                                                    ,G01385962,15,00,019,C,C,000,C. Aguas Sobrongo Urbegia                                             , ,,
P0100082G,15,01,046,A,E,004,Arreo                                                                 ,P0100370F,15,00,012,C,C,000,C. Aguas La Lomba                                                     , ,,
P0100083E,15,01,046,A,E,005,Basquiñuelas                                                          ,P0100370F,15,00,012,C,C,000,C. Aguas La Lomba                                                     , ,,
P0100100G,15,01,001,A,A,000,Alegría-Dulantzi,B01271378,15,01,001,A,P,001,"Henayo Prom. Industrial, S.L.                                         ", ,,S
P0100104I,15,01,058,A,E,005,Legutiano                                                             ,P0100256G,15,00,001,C,C,000,C. Serv. Recogida Residuos Sól. Estribaciones del Gorbea              , ,,
P0100111D,15,01,901,A,E,005,Ollávarre/Olabarri                                                    ,P0100376C,15,00,017,C,C,000,C. Iruña Oca de Limpieza y Mantenimiento de Zonas Ajardinadas         , ,,
P0100112B,15,01,901,A,E,001,Transponte/Trespuentes                                                ,P0100376C,15,00,017,C,C,000,C. Iruña Oca de Limpieza y Mantenimiento de Zonas Ajardinadas         , ,,
P0100139E,15,01,901,A,E,004,Nanclares de la Oca/Langraiz Oka                                      ,P0100376C,15,00,017,C,C,000,C. Iruña Oca de Limpieza y Mantenimiento de Zonas Ajardinadas         , ,,
P0100140C,15,01,901,A,E,003,Mandaita/Montevite                                                    ,P0100376C,15,00,017,C,C,000,C. Iruña Oca de Limpieza y Mantenimiento de Zonas Ajardinadas         , ,,
P0100200E,15,01,002,A,A,000,Amurrio                                                               ,G20227203,15,00,017,N,N,000,Asoc. Vasca Agencias de Desarrollo - Garapen Agentzien                , ,01/01/2015,
P0100200E,15,01,002,A,A,000,Amurrio                                                               ,G01363225,15,00,018,N,N,000,"Asoc. Turismo Ayala-Alto Nervión ""Aiaratur""                           ", ,,
P0100200E,15,01,002,A,A,000,Amurrio                                                               ,A01413269,15,01,002,A,P,001,"Amurrio Bidean, S.A.                                                  ", ,,S
P0100200E,15,01,002,A,A,000,Amurrio                                                               ,G01157536,15,01,002,A,V,002,F. M. Música                                                          ,AAPP,30/11/2007,
P0100233F,15,01,055,A,E,014,Quintanilla                                                           ,PO100371D,15,00,013,C,C,000,"C. Aguas de Acebedo, Quintanilla y Valluerca                          ", ,,
P0100268B,15,01,003,A,E,001,Olaeta                                                                ,P0100256G,15,00,001,C,C,000,C. Serv. Recogida Residuos Sól. Estribaciones del Gorbea              , ,,
P0100270H,15,01,055,A,E,017,Valluerca                                                             ,PO100371D,15,00,013,C,C,000,"C. Aguas de Acebedo, Quintanilla y Valluerca                          ", ,,
P0100274J,15,01,059,A,E,035,Hueto Abajo/Oto Barren                                                ,P0100360G,15,00,033,C,C,000,C. Aguas de Los Huetos                                                , ,,
P0100275G,15,01,059,A,E,034,Hueto Arriba/Oto Goien                                                ,P0100360G,15,00,033,C,C,000,C. Aguas de Los Huetos                                                , ,,
P0100278A,15,01,055,A,E,001,Acebedo                                                               ,PO100371D,15,00,013,C,C,000,"C. Aguas de Acebedo, Quintanilla y Valluerca                          ", ,,
P0100306J,15,01,901,A,E,002,Víllodas-Billoda                                                      ,P0100376C,15,00,017,C,C,000,C. Iruña Oca de Limpieza y Mantenimiento de Zonas Ajardinadas         , ,,
P0100350H,15,01,046,A,E,019,Viloria                                                               ,P0100370F,15,00,012,C,C,000,C. Aguas La Lomba                                                     , ,,
P0100400A,15,01,003,A,A,000,Aramaio                                                               ,A01312479,15,01,003,A,P,001,"Aramaioko Argindar Banatzailea, S.A.                                  ", ,,S
P0100500H,15,01,004,A,A,000,Artziniega                                                            ,G01363225,15,00,018,N,N,000,"Asoc. Turismo Ayala-Alto Nervión ""Aiaratur""                           ", ,,
P0101000H,15,01,009,A,A,000,Asparrena                                                             ,A01323310,15,01,009,A,P,001,"Central Hidroeléctrica San Pedro de Araia, S.A.", ,01/03/2015,S
P0101100F,15,01,010,A,A,000,Ayala/Aiara                                                           ,G01363225,15,00,018,N,N,000,"Asoc. Turismo Ayala-Alto Nervión ""Aiaratur""                           ", ,,
P0101500G,15,01,014,A,A,000,Berantevilla                                                          ,A01189992,15,01,014,A,P,001,"Prom. Industrial Berantevilla, S.A.                                   ", ,,S
P0101800A,15,01,018,A,A,000,Zigoitia                                                              ,P0100256G,15,00,001,C,C,000,C. Serv. Recogida Residuos Sól. Estribaciones del Gorbea              , ,,
P0101800A,15,01,018,A,A,000,Zigoitia                                                              ,P0100383I,15,00,016,C,C,000,C. Aguas de Zigoitia                                                  , ,01/01/2012,
P0102100E,15,01,020,A,A,000,Kuartango                                                             ,A01303957,15,01,020,A,P,001,"Kuartango S. Urbanística, S.A.-Kuartango Hirigintza Societ. S.A       ", ,,S
P0102100E,15,01,020,A,A,000,Kuartango                                                             ,A01309475,15,01,020,A,P,002,"Kuartango Gest. M., S.A.                                              ", ,,S
P0103300J,15,01,031,A,A,000,Laguardia                                                             ,B01266055,15,01,031,A,P,001,"Proyecto Integral Barbacana, S.L.                                     ", ,,S
P0103800I,15,01,036,A,A,000,Laudio/Llodio                                                         ,S4833001C,15,00,006,C,C,000,C. Estimulo y Desar. F. P. Vitoria-Gasteiz y Álava                    ,AAPP,01/02/2015,
P0103800I,15,01,036,A,A,000,Laudio/Llodio                                                         ,P0100362C,15,00,011,C,C,000,C. Aguas Kantaurico Urkidetza                                         , ,01/01/2012,
P0103800I,15,01,036,A,A,000,Laudio/Llodio                                                         ,G01363225,15,00,018,N,N,000,"Asoc. Turismo Ayala-Alto Nervión ""Aiaratur""                           ", ,,
P0103800I,15,01,036,A,A,000,Laudio/Llodio                                                         ,Q5155002H,15,01,036,A,V,004,F. Pca. Euskaltegi M.-Udal Euskaltegi                                 ,AAPP,30/11/2007,
P0103900G,15,01,037,A,A,000,Arraia-Maeztu                                                         ,A01380658,15,01,037,A,P,001,"Arraia-Maeztu, Sociedad Urbanística y Desarrollo Rural S.A.           ", ,,S
P0104300I,15,01,901,A,A,000,Iruña Oka/Iruña de Oca                                                ,P0100376C,15,00,017,C,C,000,C. Iruña Oca de Limpieza y Mantenimiento de Zonas Ajardinadas         , ,,
P0104300I,15,01,901,A,A,000,Iruña Oka/Iruña de Oca                                                ,A01149335,15,01,901,A,P,001,"S. Urbanística, S.A.                                                  ", ,,S
P0105200J,15,01,046,A,A,000,Erriberagoitia/Ribera Alta                                            ,P0100370F,15,00,012,C,C,000,C. Aguas La Lomba                                                     , ,,
P0105200J,15,01,046,A,A,000,Erriberagoitia/Ribera Alta                                            ,A01353903,15,01,046,A,P,001,"Ortuna S. Urbanística, S.A.                                           ", ,,S
P0105400F,15,01,902,A,A,000,Lantarón                                                              ,A01350834,15,01,902,A,P,001,"SUZTATU, S. Prom. y Desarrollo de Lantarón-Lantarongo eta Garapen S.A ", ,,S
P0105500C,15,01,049,A,A,000,Añana                                                                 ,P0100370F,15,00,012,C,C,000,C. Aguas La Lomba                                                     , ,,
P0105700I,15,01,051,A,A,000,Salvatierra/Agurain                                                   ,A01333822,15,01,051,A,P,002,"S. Urb. Lur Lautada XXI, S.A.U.                                       ", ,,S
P0106100A,15,01,017,A,A,000,Campezo/Kanpezu                                                       ,B01389097,15,01,017,A,P,001,S. Gestión Municipal EGA  S.L.                                        , ,,S
P0106200I,15,01,054,A,A,000,Urkabustaiz                                                           ,P0100256G,15,00,001,C,C,000,C. Serv. Recogida Residuos Sól. Estribaciones del Gorbea              , ,,
P0106200I,15,01,054,A,A,000,Urkabustaiz                                                           ,P0100366D,15,01,054,A,O,001,Escuela Municipal de Música                                           ,AAPP,30/11/2007,
P0106200I,15,01,054,A,A,000,Urkabustaiz                                                           ,A01272053,15,01,054,A,P,001,"Urkabustaiz S. Urbanística, S.A.                                      ", ,,S
P0106300G,15,01,055,A,A,000,Valdegovía/Gaubea                                                     ,A01290808,15,01,055,A,P,001,"S. Urb. y Desar. Integral, S.A.                                       ", ,,S
P0106300G,15,01,055,A,A,000,Valdegovía/Gaubea                                                     ,A01295484,15,01,055,A,P,002,"Valdegovía S. Serv., S.A.                                             ", ,,S
P0106300G,15,01,055,A,A,000,Valdegovía/Gaubea                                                     ,AO14O7121,15,01,055,A,P,003,"Valdegovía, Promoción, Acción, Respeto Ambiental y Sostenibilidad, S. ", ,,S
P0106300G,15,01,055,A,A,000,Valdegovía/Gaubea                                                     ,P0100374H,15,01,055,A,V,002,P. M. Turismo                                                         ,AAPP,30/11/2007,
P0106700H,15,01,058,A,A,000,Legutio                                                               ,P0100256G,15,00,001,C,C,000,C. Serv. Recogida Residuos Sól. Estribaciones del Gorbea              , ,,
P0106800F,15,01,059,A,A,000,Vitoria-Gasteiz                                                       ,G01321124,00,00,030,H,H,000,F. Kaleidos.Red                                                       ,AAPP,01/02/2015,
P0106800F,15,01,059,A,A,000,Vitoria-Gasteiz                                                       ,G20227203,15,00,017,N,N,000,Asoc. Vasca Agencias de Desarrollo - Garapen Agentzien                , ,01/01/2015,
P0106800F,15,01,059,A,A,000,Vitoria-Gasteiz                                                       ,A01007376,15,01,059,A,P,001,Aguas M. Vitoria (AMVISA)                                             ,S. no Financieras,01/02/2015,S
P0106800F,15,01,059,A,A,000,Vitoria-Gasteiz                                                       ,A01005230,15,01,059,A,P,002,Transp. Urb. Vitoria (TUVISA)                                         ,AAPP,01/02/2015,S
P0106800F,15,01,059,A,A,000,Vitoria-Gasteiz                                                       ,A48541247,15,01,059,A,P,005,"Gasteizko Industria Lurra, S.A.                                       ",AAPP,01/02/2015,S
P0106800F,15,01,059,A,A,000,Vitoria-Gasteiz                                                       ,A01302462,15,01,059,A,P,006,"S. Urbanística M. Vitoria, S.A. (ENSANCHE 21 ZABALGUNEA, S.A.)        ",AAPP,01/02/2015,S
P0106800F,15,01,059,A,A,000,Vitoria-Gasteiz                                                       ,G01169507,15,01,059,A,V,001,Esc. Música Luis Aramburu                                             ,AAPP,01/02/2015,
P0106800F,15,01,059,A,A,000,Vitoria-Gasteiz                                                       ,Q5150009H,15,01,059,A,V,002,Ctro. Estudios Ambientales                                            ,AAPP,01/02/2015,
P0106800F,15,01,059,A,A,000,Vitoria-Gasteiz                                                       ,Q5150011D,15,01,059,A,V,004,Esc. Danza José Uruñuela                                              ,AAPP,01/02/2015,
P0106800F,15,01,059,A,A,000,Vitoria-Gasteiz                                                       ,A01302686,15,00,000,X,P,115,"S. Aprovechamiento Energético Biogardelegui, S.A.",S. no Financieras,01/02/2015,N
P0107200H,15,01,063,A,A,000,Zuia                                                                  ,P0100256G,15,00,001,C,C,000,C. Serv. Recogida Residuos Sól. Estribaciones del Gorbea              , ,,
P0200000H,08,02,000,D,D,000,Diputación Prov. de Albacete                                          ,P5200007B,08,00,001,C,C,000,C. Prov. Consumo de Albacete                                          ,AAPP,01/11/2011,
P0200000H,08,02,000,D,D,000,Diputación Prov. de Albacete                                          ,P5200004I,08,00,002,C,C,000,C. Serv. Sociales de Albacete                                         ,AAPP,01/11/2011,
P0200000H,08,02,000,D,D,000,Diputación Prov. de Albacete                                          ,P5200009H,08,00,005,C,C,000,C. Prov. Medio Ambiente de Albacete                                   ,AAPP,14/01/2011,
P0200000H,08,02,000,D,D,000,Diputación Prov. de Albacete                                          ,P5200301I,08,00,012,C,C,000,C. Cultural Albacete                                                  ,AAPP,01/07/2012,
P0200000H,08,02,000,D,D,000,Diputación Prov. de Albacete                                          ,A02045102,08,02,000,D,P,001,Inst. Técnico Agronómico Prov. (ITAPSA)                               ,AAPP,01/11/2011,S
P0200000H,08,02,000,D,D,000,Diputación Prov. de Albacete                                          ,G02012698,08,02,000,D,V,003,Inst. Est. Albacetenses D. Juan Manuel (IEA)                          ,AAPP,30/11/2007,
P0200000H,08,02,000,D,D,000,Diputación Prov. de Albacete                                          ,P5200010F,08,02,000,D,V,004,Gestión Tributaria Provincial de Albacete. Gestalba                   ,AAPP,01/11/2011,
P0200000H,08,02,000,D,D,000,Diputación Prov. de Albacete                                          ,G02344968,08,00,018,H,H,000,FUNDESCAM                                                             ,AAPP,01/11/2011,
P0200300B,08,02,003,A,A,000,Albacete                                                              ,V02235802,08,00,010,C,C,000,C. Esc. Tauromaquia de Albacete                                       ,AAPP,01/03/2014,
P0200300B,08,02,003,A,A,000,Albacete                                                              ,P5200302G,08,00,011,C,C,000,C. Gest. Circuito Permanente Velocidad La Torrecica de Albacete       ,AAPP,01/06/2014,
P0200300B,08,02,003,A,A,000,Albacete                                                              ,V02298537,08,00,013,C,C,000,C. Institución Ferial de Albacete (IFAB)                              ,AAPP,01/10/2014,
P0200300B,08,02,003,A,A,000,Albacete                                                              ,G02323095,08,00,015,H,H,000,F. Centro Europeo Empresas e innovación                               ,AAPP,01/03/2014,
P0200300B,08,02,003,A,A,000,Albacete                                                              ,P0200012C,08,00,037,C,C,000,C. Museo de la Cuchilleria de Albacete                                , ,01/04/2015,
P0200300B,08,02,003,A,A,000,Albacete                                                              ,A02013530,08,02,003,A,P,002,"E. M. Infraes. y Serv. Albacete, S.A. (EMISALBA)                      ",S. no Financieras,01/03/2014,S
P0200300B,08,02,003,A,A,000,Albacete                                                              ,B02346302,08,02,003,A,P,003,Urvial Sociedad de Gestión Urbanistica S.L.U.                         ,S. no Financieras,01/03/2014,S
P0200300B,08,02,003,A,A,000,Albacete                                                              ,G02015113,08,02,003,A,V,001,P. M. Esc. Infantiles                                                 ,AAPP,01/03/2014,
P0200300B,08,02,003,A,A,000,Albacete                                                              ,V02020766,08,02,003,A,V,002,Inst. M. Deportes                                                     ,AAPP,01/03/2014,
P0200300B,08,02,003,A,A,000,Albacete                                                              ,G02016004,08,02,003,A,V,003,P. M. Universidad Popular                                             ,AAPP,01/03/2014,
P0200300B,08,02,003,A,A,000,Albacete                                                              ,P5200303E,08,02,003,A,V,004,Inst. M. Vivienda y Urbanismo                                         ,AAPP,01/03/2014,
P0200300B,08,02,003,A,A,000,Albacete                                                              ,Q0200192C,08,02,003,A,V,005,Gerencia M. Urbanismo                                                 ,AAPP,01/03/2014,
P0200300B,08,02,003,A,A,000,Albacete                                                              ,G02470938,08,00,019,H,H,000,F. Jardín Botánico de Castilla-La Mancha                              ,AAPP,01/03/2014,
P0200900I,08,02,009,A,A,000,Almansa                                                               ,A02019560,08,02,009,A,P,002,S.A. Promoción y Equipamiento de Suelo de Almansa                     ,AAPP,01/10/2014,S
P0201100E,08,02,011,A,A,000,Ayna                                                                  ,G02319341,08,00,007,N,N,000,Asoc. Desarrollo Sierra del Segura                                    , ,,
P0201700B,08,02,017,A,A,000,Bogarra                                                               ,G02319341,08,00,007,N,N,000,Asoc. Desarrollo Sierra del Segura                                    , ,,
P0201700B,08,02,017,A,A,000,Bogarra                                                               ,A02373090,08,02,017,A,P,001,"Fuerzas Electricas de Bogarra, S.A.                                   ", ,,S
P0202200B,08,02,022,A,A,000,Casas de Lázaro                                                       ,A02321768,08,02,022,A,P,001,"Distribuidora Electrica de Casas de Lazaro, S.A.                      ", ,,S
P0202400H,08,02,024,A,A,000,Casas-Ibáñez                                                          ,P5202401E,08,00,008,C,C,000,C. Serv. 3ª Edad de Casas Ibáñez                                      , ,,
P0202500E,08,02,025,A,A,000,Caudete                                                               ,A02392058,08,02,025,A,P,001,S. M. de Gestión Urbanística Municipal Caudete S.A.                   , ,,S
P0202900G,08,02,029,A,A,000,Chinchilla de Monte-Aragón                                            ,P0200013A,08,00,007,C,C,000,C. Sierra Procomunal Albacete-Chinchilla                              , ,,
P0203000E,08,02,030,A,A,000,Elche de la Sierra                                                    ,G02319341,08,00,007,N,N,000,Asoc. Desarrollo Sierra del Segura                                    , ,,
P0203100C,08,02,031,A,A,000,Férez                                                                 ,G02319341,08,00,007,N,N,000,Asoc. Desarrollo Sierra del Segura                                    , ,,
P0203500D,08,02,035,A,A,000,Gineta (La)                                                           ,A02319127,08,02,035,A,P,001,"Prom. M. La Gineta, S.A. (PROMUGISA)                                  ", ,,S
P0203700J,08,02,037,A,A,000,Hellín                                                                ,G02251379,08,00,002,H,H,000,F. Campos de Hellin                                                   , ,,
P0203700J,08,02,037,A,A,000,Hellín                                                                ,G02327070,08,00,005,N,N,000,Asoc. Gal Campos de Hellin                                            , ,,
P0204200J,08,02,042,A,A,000,Letur                                                                 ,G02319341,08,00,007,N,N,000,Asoc. Desarrollo Sierra del Segura                                    , ,,
P0204400F,08,02,044,A,A,000,Liétor                                                                ,G02319341,08,00,007,N,N,000,Asoc. Desarrollo Sierra del Segura                                    , ,,
P0204900E,08,02,049,A,A,000,Molinicos                                                             ,G02319341,08,00,007,N,N,000,Asoc. Desarrollo Sierra del Segura                                    , ,,
P0205500B,08,02,055,A,A,000,Nerpio                                                                ,G02319341,08,00,007,N,N,000,Asoc. Desarrollo Sierra del Segura                                    , ,,
P0205800F,08,02,058,A,A,000,Paterna del Madera                                                    ,G02319341,08,00,007,N,N,000,Asoc. Desarrollo Sierra del Segura                                    , ,,
P0206500A,08,02,065,A,A,000,Pozuelo                                                               ,A02322154,08,02,065,A,P,001,Distribuciones Electricas de Pozuelo S.A.                             , ,,S
P0206700G,08,02,067,A,A,000,Riópar                                                                ,G02319341,08,00,007,N,N,000,Asoc. Desarrollo Sierra del Segura                                    , ,,
P0207200G,08,02,072,A,A,000,Socovos                                                               ,G02319341,08,00,007,N,N,000,Asoc. Desarrollo Sierra del Segura                                    , ,,
P0208100H,08,02,081,A,A,000,Villarrobledo                                                         ,G02326130,08,00,002,N,N,000,Asoc. Desar. Integral Mancha del Júcar-Centro                         ,AAPP,01/07/2012,
P0208100H,08,02,081,A,A,000,Villarrobledo                                                         ,A02376549,08,02,081,A,P,001,"Desar. Econ. Villarrobledo, S.A. (SADEVI, S.A.)                       ",AAPP,01/07/2012,S
P0208600G,08,02,086,A,A,000,Yeste                                                                 ,G02319341,08,00,007,N,N,000,Asoc. Desarrollo Sierra del Segura                                    , ,,
P0300000G,17,03,000,D,D,000,Diputación Prov. de Alicante                                          ,G03460631,17,00,005,N,N,000,Inst. d'Ecologia Litoral                                              ,AAPP,01/04/2015,
P0300000G,17,03,000,D,D,000,Diputación Prov. de Alicante                                          ,P5300007A,17,00,013,C,C,000,C. Desar. Económico Cm. de La Vega Baja (CONVEGA)                     ,AAPP,01/04/2015,
P0300000G,17,03,000,D,D,000,Diputación Prov. de Alicante                                          ,Q5355616C,17,00,015,C,C,000,C. Gestión Residuos Sólidos Urbanos Baix Vinalopó                     ,AAPP,01/04/2015,
P0300000G,17,03,000,D,D,000,Diputación Prov. de Alicante                                          ,P5300008I,17,00,016,C,C,000,C. Prov. Serv. Prevención de Incendios y Salvamento de Alicante       ,AAPP,01/04/2015,
P0300000G,17,03,000,D,D,000,Diputación Prov. de Alicante                                          ,G53491775,17,00,017,H,H,000,F. Comunitat Valenciana MARQ                                          ,AAPP,01/04/2015,
P0300000G,17,03,000,D,D,000,Diputación Prov. de Alicante                                          ,P5300001D,17,03,000,D,L,001,Caja Credito Prov. para Cooperación                                   ,AAPP,01/04/2015,
P0300000G,17,03,000,D,D,000,Diputación Prov. de Alicante                                          ,P5300006C,17,03,000,D,O,001,Inst. Cultura Juan Gil Albert                                         ,AAPP,01/04/2015,
